candidate_id,name,party,municipality,priority_number,priority_title,priority_description,priority_full_text
1875,Rikke Alice Bille,B,Frederiksberg Kommune,3,Nyt liv til handicapområdet,"Handicapområdet skal løftes med tillid, respekt og en ny kultur, hvor vi møder mennesker med handicap med blik for deres ressourcer. På Frederiksberg skal hjælp og støtte gives tidligt, koordineret og med respekt for den enkeltes behov - både til børn og voksne. Handicappede borgere bringer erfaringer og perspektiver, som samfundet har brug for, og som kan styrke vores fællesskab.","Nyt liv til handicapområdet : Handicapområdet skal løftes med tillid, respekt og en ny kultur, hvor vi møder mennesker med handicap med blik for deres ressourcer. På Frederiksberg skal hjælp og støtte gives tidligt, koordineret og med respekt for den enkeltes behov - både til børn og voksne. Handicappede borgere bringer erfaringer og perspektiver, som samfundet har brug for, og som kan styrke vores fællesskab."
1870,Jens Otto Jarløv,B,Frederiksberg Kommune,1,Gratis skolemad i folkeskolen,"Skolemaden har flere formål:
- Et godt måltid øger trivsel og indlæring. Alt for mange unge går ud og køber noget tilfældigt i frokostpausen.
-  Vi skal gøre spisepausen til en ""social begivenhed"" i skolen, så børn og unge glæder sig til den og bliver på matriklen, og der kan fokuseres på andet end skolearbejdet, f.eks. sunde vaner og socialt samvær. 
Skolemaden skal være statsfinansieret","Gratis skolemad i folkeskolen : Skolemaden har flere formål:
- Et godt måltid øger trivsel og indlæring. Alt for mange unge går ud og køber noget tilfældigt i frokostpausen.
-  Vi skal gøre spisepausen til en ""social begivenhed"" i skolen, så børn og unge glæder sig til den og bliver på matriklen, og der kan fokuseres på andet end skolearbejdet, f.eks. sunde vaner og socialt samvær. 
Skolemaden skal være statsfinansieret"
1870,Jens Otto Jarløv,B,Frederiksberg Kommune,2,Et sundt liv - hele livet,i det netop vedtaget budgetforlig 2026 i Frederiksberg Kommune er der meget positivt afsat midler til forebyggelse for borgere i alle aldre. mhp. et sundt liv hele livet. Dette skal fortsat udbygges med f.eks. forebyggelse af indlæggelser på hospital hos ældre. Forebyggelse af infektioner i denne sammenhæng er vigtig.,Et sundt liv - hele livet : i det netop vedtaget budgetforlig 2026 i Frederiksberg Kommune er der meget positivt afsat midler til forebyggelse for borgere i alle aldre. mhp. et sundt liv hele livet. Dette skal fortsat udbygges med f.eks. forebyggelse af indlæggelser på hospital hos ældre. Forebyggelse af infektioner i denne sammenhæng er vigtig.
1870,Jens Otto Jarløv,B,Frederiksberg Kommune,3,Det grønne Frederiksberg,Vi skal fortsat udvide det grønne Frederiksberg og udbygge træningsfaciliteter i det fri.,Det grønne Frederiksberg : Vi skal fortsat udvide det grønne Frederiksberg og udbygge træningsfaciliteter i det fri.
633,Michael Brautsch,C,Frederiksberg Kommune,1,Ældre,"Vores ældste har bygget samfundet op, og derfor skal de behandles med særlig respekt og omsorg. Hvis de ikke har mulighed for at modtage hjælp i deres eget hjem, så skal plejehjemmet være præget af størst mulig omsorg og nærvær. Vi skal gøre noget særligt ud af maden, som er et dagligt højdepunkt, der må ikke være for stor udskiftning i personalet.","Ældre : Vores ældste har bygget samfundet op, og derfor skal de behandles med særlig respekt og omsorg. Hvis de ikke har mulighed for at modtage hjælp i deres eget hjem, så skal plejehjemmet være præget af størst mulig omsorg og nærvær. Vi skal gøre noget særligt ud af maden, som er et dagligt højdepunkt, der må ikke være for stor udskiftning i personalet."
633,Michael Brautsch,C,Frederiksberg Kommune,2,Skolen,"Vores børn og unge er vores vigtigste råstof, og de første år i skolen skal være præget af høj faglighed, tryghed og gode muligheder for leg. Flere fysiske bøger i stedet for flere skærme, rene skoletoiletter og nul-tolerance overfor vold. 2-lærer ordning i indskolingen og særligt hensyn til både de elever der har faglige udfordringer, samt dem, der er højt begavet.","Skolen : Vores børn og unge er vores vigtigste råstof, og de første år i skolen skal være præget af høj faglighed, tryghed og gode muligheder for leg. Flere fysiske bøger i stedet for flere skærme, rene skoletoiletter og nul-tolerance overfor vold. 2-lærer ordning i indskolingen og særligt hensyn til både de elever der har faglige udfordringer, samt dem, der er højt begavet."
633,Michael Brautsch,C,Frederiksberg Kommune,3,Økonomisk ansvarlighed,"Mange områder er vigtige i kommunalpolitik, men hvis pengene ikke passer, så mangler rammen og muligheden for at føre visionerne ud i livet. Skatteindtægter og afgifter er borgernes penge, og derfor skal de bruges med omtanke. Kan administrationen slankes eller kan der bruges smartere løsninger der kan spare kommunen for store udgifter? En effektiv drevet kommune med et højt serviceniveau er målet","Økonomisk ansvarlighed : Mange områder er vigtige i kommunalpolitik, men hvis pengene ikke passer, så mangler rammen og muligheden for at føre visionerne ud i livet. Skatteindtægter og afgifter er borgernes penge, og derfor skal de bruges med omtanke. Kan administrationen slankes eller kan der bruges smartere løsninger der kan spare kommunen for store udgifter? En effektiv drevet kommune med et højt serviceniveau er målet"
649,Laura Lindahl,C,Frederiksberg Kommune,1,Bedre folkeskoler på Frederiksberg,"Jeg vil have højere kvalitet i folkeskolen: færre vikartimer, lavere sygefravær, bedre materialer, flere to-lærer-ordninger og færre klasselærerskift. Mindre skærmtid og mere nærvær. Og så vil jeg have privatøkonomi på skoleskemaet, så børn lærer at håndtere privatøkonomi tidligt.","Bedre folkeskoler på Frederiksberg : Jeg vil have højere kvalitet i folkeskolen: færre vikartimer, lavere sygefravær, bedre materialer, flere to-lærer-ordninger og færre klasselærerskift. Mindre skærmtid og mere nærvær. Og så vil jeg have privatøkonomi på skoleskemaet, så børn lærer at håndtere privatøkonomi tidligt."
649,Laura Lindahl,C,Frederiksberg Kommune,2,Ansvarlig økonomi – velfærd før administration,"Ansvarlig økonomi handler om effektiv drift af kommunen. Det kræver god ledelse at holde sygefravær nede og sikre borgernær velfærd frem for voksende administration. Vi skal prioritere det, der gør en forskel i hverdagen – ikke projekter, puljer og administration.","Ansvarlig økonomi – velfærd før administration : Ansvarlig økonomi handler om effektiv drift af kommunen. Det kræver god ledelse at holde sygefravær nede og sikre borgernær velfærd frem for voksende administration. Vi skal prioritere det, der gør en forskel i hverdagen – ikke projekter, puljer og administration."
649,Laura Lindahl,C,Frederiksberg Kommune,3,"Flere parkeringspladser – en by, der fungerer for alle","Manglen på parkeringspladser er et problem for både borgere og erhverv. Jeg vil prioritere flere og smartere løsninger, gerne p-huse under jorden, så vi frigør plads på gaderne. At have en bil er en nødvendighed for mange familier, og det skal vi respektere og understøtte på en klog måde.","Flere parkeringspladser – en by, der fungerer for alle : Manglen på parkeringspladser er et problem for både borgere og erhverv. Jeg vil prioritere flere og smartere løsninger, gerne p-huse under jorden, så vi frigør plads på gaderne. At have en bil er en nødvendighed for mange familier, og det skal vi respektere og understøtte på en klog måde."
637,Nikolaj Bøgh,C,Frederiksberg Kommune,1,"Jeg vil passe på det smukke, grønne Frederiksberg","Jeg brænder for at passe godt på Frederiksbergs fine gamle bygninger og bymiljøer og for at gøre byen stadig grønnere med endnu flere træer, blomster og nye grønne områder. Jeg mener ikke, vi skal bygge meget mere på Frederiksberg, som allerede er meget tæt bebygget. Men når det sker, skal nybyggeri have en høj kvalitet og passe godt ind i vores by.","Jeg vil passe på det smukke, grønne Frederiksberg : Jeg brænder for at passe godt på Frederiksbergs fine gamle bygninger og bymiljøer og for at gøre byen stadig grønnere med endnu flere træer, blomster og nye grønne områder. Jeg mener ikke, vi skal bygge meget mere på Frederiksberg, som allerede er meget tæt bebygget. Men når det sker, skal nybyggeri have en høj kvalitet og passe godt ind i vores by."
637,Nikolaj Bøgh,C,Frederiksberg Kommune,2,Jeg vil arbejde for rigtig gode skoler med færre skærme og flere bøger,"Folkeskolerne på Frederiksberg skal være de bedste i landet og skal være præget af høj faglighed og solid almen dannelse. Vi skal sikre børnene på Frederiksberg en hverdag med færre skærme og flere bøger for at fremme trivsel, koncentration og læselyst. Skolernes bygninger skal løbende renoveres, så de giver de bedste rammer for den gode undervisning.","Jeg vil arbejde for rigtig gode skoler med færre skærme og flere bøger : Folkeskolerne på Frederiksberg skal være de bedste i landet og skal være præget af høj faglighed og solid almen dannelse. Vi skal sikre børnene på Frederiksberg en hverdag med færre skærme og flere bøger for at fremme trivsel, koncentration og læselyst. Skolernes bygninger skal løbende renoveres, så de giver de bedste rammer for den gode undervisning."
637,Nikolaj Bøgh,C,Frederiksberg Kommune,3,Jeg vil styrke og udvikle Frederiksbergs kultur- og fritidsliv,"Jeg arbejder for, at Frederiksbergs stærke kulturliv fortsat skal styrkes og udvikles. Vores museer, biblioteker, teatre og musikliv skal have gode rammer og et stærkt indhold, og vi skal have spændende kulturbegivenheder, der tegner byens en klar kulturel profil. Vores idrætsliv skal have gode faciliteter og vi skal sikre mere hal- og banekapacitet.","Jeg vil styrke og udvikle Frederiksbergs kultur- og fritidsliv : Jeg arbejder for, at Frederiksbergs stærke kulturliv fortsat skal styrkes og udvikles. Vores museer, biblioteker, teatre og musikliv skal have gode rammer og et stærkt indhold, og vi skal have spændende kulturbegivenheder, der tegner byens en klar kulturel profil. Vores idrætsliv skal have gode faciliteter og vi skal sikre mere hal- og banekapacitet."
640,Alexandra Dessoy,C,Frederiksberg Kommune,1,"En ældrepleje, vi skal kunne være stolte af","Det samfund, vi har i dag, står på skuldrene af vores ældre, og det forpligter. Derfor har vi et ansvar for at sikre, at deres alderdom præges af respekt, frihed og indflydelse. Det handler ikke om at tilbyde en bestemt form for omsorg, men om at møde de ældre i øjenhøjde og med udgangspunkt i det liv, de ønsker at leve.","En ældrepleje, vi skal kunne være stolte af : Det samfund, vi har i dag, står på skuldrene af vores ældre, og det forpligter. Derfor har vi et ansvar for at sikre, at deres alderdom præges af respekt, frihed og indflydelse. Det handler ikke om at tilbyde en bestemt form for omsorg, men om at møde de ældre i øjenhøjde og med udgangspunkt i det liv, de ønsker at leve."
640,Alexandra Dessoy,C,Frederiksberg Kommune,2,Flere boformer og stærke fællesskaber,"Når vi bliver ældre, skal vi fortsat kunne vælge den boform, der passer til os - uanset om det er
eget hjem, seniorbofællesskab, tryghedsbolig eller plejehjem.
Tryghed, gode rammer og adgang til fællesskaber og foreningslivet er afgørende for livskvaliteten. Vi skal bekæmpe ensomhed og sikre, at alle kan være en del af fællesskabet.","Flere boformer og stærke fællesskaber : Når vi bliver ældre, skal vi fortsat kunne vælge den boform, der passer til os - uanset om det er
eget hjem, seniorbofællesskab, tryghedsbolig eller plejehjem.
Tryghed, gode rammer og adgang til fællesskaber og foreningslivet er afgørende for livskvaliteten. Vi skal bekæmpe ensomhed og sikre, at alle kan være en del af fællesskabet."
640,Alexandra Dessoy,C,Frederiksberg Kommune,3,Byrum med plads til fællesskab og fordybelse,"På Frederiksberg siger vi, at alle skal kunne se et træ fra deres vindue. Det er vigtigt for vores trivsel at have grønne byrum, hvor vi kan mødes, bevæge os og slappe af.
Derfor skal Frederiksberg også i fremtiden være et grønt og levende sted, hvor naturen, glæden og fællesskaberne får plads til at vokse.","Byrum med plads til fællesskab og fordybelse : På Frederiksberg siger vi, at alle skal kunne se et træ fra deres vindue. Det er vigtigt for vores trivsel at have grønne byrum, hvor vi kan mødes, bevæge os og slappe af.
Derfor skal Frederiksberg også i fremtiden være et grønt og levende sted, hvor naturen, glæden og fællesskaberne får plads til at vokse."
658,Anders Storgaard,C,Frederiksberg Kommune,1,"Flere træer, færre betonbyggerier og en grøn by klar til klimaforandringerne.","Jeg vil indføre et stop for byggeri på grønne områder, sørge for vi planter 500 nye træer, og at vi prioritere den grønne omstilling. Jeg mener, at bl.a. skal investere i effektiv maskinsortering, solceller og bedre forhold for elbiler og cyklister. Frederiksbergs grønne åndehuller skal bevares – og byen gøres grønnere og klimasikres. Fra mit arbejde med grøn energi ved jeg, hvad der skal til.","Flere træer, færre betonbyggerier og en grøn by klar til klimaforandringerne. : Jeg vil indføre et stop for byggeri på grønne områder, sørge for vi planter 500 nye træer, og at vi prioritere den grønne omstilling. Jeg mener, at bl.a. skal investere i effektiv maskinsortering, solceller og bedre forhold for elbiler og cyklister. Frederiksbergs grønne åndehuller skal bevares – og byen gøres grønnere og klimasikres. Fra mit arbejde med grøn energi ved jeg, hvad der skal til."
658,Anders Storgaard,C,Frederiksberg Kommune,2,Flere skolepsykologer - mindre mistrivsel. Prioriter dem der har sværest.,"Vores vigtigste opgave som by, er at tage ordentlig hånd om dem der har det sværest. Det kræver mod til prioriteringer, og at vi f.eks. ikke giver ydelser til ressourcestærke influencere eller penge til symbolpolitik. I stedet vil jeg prioritere midler til flere psykologer, og en proaktiv forebyggende indsats før mistrivsel slår vores børn og unge ud af kurs. Det er at investerer i ungdommen.","Flere skolepsykologer - mindre mistrivsel. Prioriter dem der har sværest. : Vores vigtigste opgave som by, er at tage ordentlig hånd om dem der har det sværest. Det kræver mod til prioriteringer, og at vi f.eks. ikke giver ydelser til ressourcestærke influencere eller penge til symbolpolitik. I stedet vil jeg prioritere midler til flere psykologer, og en proaktiv forebyggende indsats før mistrivsel slår vores børn og unge ud af kurs. Det er at investerer i ungdommen."
658,Anders Storgaard,C,Frederiksberg Kommune,3,"En tryg trafik der fungerer i hverdagen - for både gående, cyklister og bilister","Vi skal skabe en tryg by med plads til ældre, unge som jeg der cykler til arbejde og dem, børnefamilier der har brug for bilen i hverdagen. Jeg vil lukke flere sideveje for gennemkørende trafik, sætte farten ned med bump og stærekasser og bedre forhold for cykellister. Hverdagen skal også fungere når man leder efter parkering. Derfor skal vi have en app, der viser alle frie parkeringspladser.","En tryg trafik der fungerer i hverdagen - for både gående, cyklister og bilister : Vi skal skabe en tryg by med plads til ældre, unge som jeg der cykler til arbejde og dem, børnefamilier der har brug for bilen i hverdagen. Jeg vil lukke flere sideveje for gennemkørende trafik, sætte farten ned med bump og stærekasser og bedre forhold for cykellister. Hverdagen skal også fungere når man leder efter parkering. Derfor skal vi have en app, der viser alle frie parkeringspladser."
663,Merete Winther Hildebrandt,C,Frederiksberg Kommune,1,udfordringer i sundhed og og social ulighed,"Vi bor i en blandet by, heldigvis, men det betyder også der kan være udfordringer med at få alle borgere til at kende til og benytte kommunens sundhedstilbud. Lighed i sundhed er vigtigt, så samarbejde med sociale boligforeninger og bevarelse af forebyggende hjemmebesøg er vigtigt. Vi skal have fokus på forebyggelse og fortsat udvikle vores sundhedscenter, og styrke samarbejdet med Flexklinikken","udfordringer i sundhed og og social ulighed : Vi bor i en blandet by, heldigvis, men det betyder også der kan være udfordringer med at få alle borgere til at kende til og benytte kommunens sundhedstilbud. Lighed i sundhed er vigtigt, så samarbejde med sociale boligforeninger og bevarelse af forebyggende hjemmebesøg er vigtigt. Vi skal have fokus på forebyggelse og fortsat udvikle vores sundhedscenter, og styrke samarbejdet med Flexklinikken"
663,Merete Winther Hildebrandt,C,Frederiksberg Kommune,2,Sundhed hos de unge og forebyggelse af misbrugsproblemer,"De unge på Frederiksberg drikker mere end gennemsnittet, det kan vi ikke ignorere. Vi skal også tage det stigende misbrug af opioider meget alvorligt. Vi skal fortsat have fokus på de unge der føler de mistrives, turde tale om det, og sætte ind i tide med den rette hjælp.","Sundhed hos de unge og forebyggelse af misbrugsproblemer : De unge på Frederiksberg drikker mere end gennemsnittet, det kan vi ikke ignorere. Vi skal også tage det stigende misbrug af opioider meget alvorligt. Vi skal fortsat have fokus på de unge der føler de mistrives, turde tale om det, og sætte ind i tide med den rette hjælp."
663,Merete Winther Hildebrandt,C,Frederiksberg Kommune,3,En værdig ældrepleje og bekæmpelse af ensomhed,"Jeg brænder for en værdig ældrepleje og det gode ældreliv. Ensomhed  og Isolation hos vores ældre er et stort problem, og jeg vil arbejde for at man kan visiteres til plejehjem på grund af ensomhed, hvis man ønsker det.Derudover skal vi styrke samarbejdet med civilsamfundet, som Røde Kors og Ældresagen, for at kunne tilbyde bedre sociale netværk, til dem der bliver boende i eget hjem.","En værdig ældrepleje og bekæmpelse af ensomhed : Jeg brænder for en værdig ældrepleje og det gode ældreliv. Ensomhed  og Isolation hos vores ældre er et stort problem, og jeg vil arbejde for at man kan visiteres til plejehjem på grund af ensomhed, hvis man ønsker det.Derudover skal vi styrke samarbejdet med civilsamfundet, som Røde Kors og Ældresagen, for at kunne tilbyde bedre sociale netværk, til dem der bliver boende i eget hjem."
644,Brian Holm,C,Frederiksberg Kommune,1,"Kultur og idræt, bevar byens områder, Parkering","At ville parkere sin bil, er ingen forbrydelse, men kan være en nødvendighed grundet arbejde. Lad os gøre hverdagen lidt nemmere for byens borgere med bil.","Kultur og idræt, bevar byens områder, Parkering : At ville parkere sin bil, er ingen forbrydelse, men kan være en nødvendighed grundet arbejde. Lad os gøre hverdagen lidt nemmere for byens borgere med bil."
644,Brian Holm,C,Frederiksberg Kommune,2,Begrænse valgplakater,,Begrænse valgplakater
643,Carina Høedt,C,Frederiksberg Kommune,1,Bevar vores grønne områder og åndehuller,"Jeg elsker Frederiksberg. Det er de grønne områder, der gør Frederiksberg til Frederiksberg. De er vores bys lunger, vores åndehuller og vores fristeder midt i hverdagen. Hvis vi først bygger på dem, får vi dem aldrig igen. Vi er allerede Nordeuropas tættest befolkede kommune. Lad os i stedet bevare dem – så vi selv, vores børn og for fremtidige generationer stadig har en dejlig by at bo i.","Bevar vores grønne områder og åndehuller : Jeg elsker Frederiksberg. Det er de grønne områder, der gør Frederiksberg til Frederiksberg. De er vores bys lunger, vores åndehuller og vores fristeder midt i hverdagen. Hvis vi først bygger på dem, får vi dem aldrig igen. Vi er allerede Nordeuropas tættest befolkede kommune. Lad os i stedet bevare dem – så vi selv, vores børn og for fremtidige generationer stadig har en dejlig by at bo i."
643,Carina Høedt,C,Frederiksberg Kommune,2,Kultur – et levende Frederiksberg for alle aldre,"Kultur skaber fællesskab, glæde og livskvalitet. vi skal styrke og ikke udsulte vores lokale teatre, musikscener, biblioteker og events og sports- og fritidsaktiviteter, som bringer mennesker sammen. Kultur skal være tilgængelig og mangfoldig; Vi taler demenskor, seniorkoncerter, morgensang, instrumentklasser, skolekor- og orkestre, og udbygge vores sportstilbud og støtte vores teatre.","Kultur – et levende Frederiksberg for alle aldre : Kultur skaber fællesskab, glæde og livskvalitet. vi skal styrke og ikke udsulte vores lokale teatre, musikscener, biblioteker og events og sports- og fritidsaktiviteter, som bringer mennesker sammen. Kultur skal være tilgængelig og mangfoldig; Vi taler demenskor, seniorkoncerter, morgensang, instrumentklasser, skolekor- og orkestre, og udbygge vores sportstilbud og støtte vores teatre."
643,Carina Høedt,C,Frederiksberg Kommune,3,Mere (og billigere) offentlig transport,"Offentlig transport skal dække hele kommunen endnu bedre, og metro, busser og cykelstier skal hænge sammen i en samlet trafikpolitik – i et meget bedre samarbejde med nabokommunerne. Vi skal investere i mere metro, bevare nødvendige parkeringspladser og så hverdagen er smidig for borgere og erhvervsliv.
Og som en sidste drøm: billigere offentlig transport, så flere kan vælge grønnere løsninger til","Mere (og billigere) offentlig transport : Offentlig transport skal dække hele kommunen endnu bedre, og metro, busser og cykelstier skal hænge sammen i en samlet trafikpolitik – i et meget bedre samarbejde med nabokommunerne. Vi skal investere i mere metro, bevare nødvendige parkeringspladser og så hverdagen er smidig for borgere og erhvervsliv.
Og som en sidste drøm: billigere offentlig transport, så flere kan vælge grønnere løsninger til"
653,Fasael Rehman,C,Frederiksberg Kommune,1,Bedre start på livet - Mere nærvær og mindre mistrivsel,"Jeg vil sikre bedre rammer i dagtilbud og skoler. Det handler om flere uddannede pædagoger, bedre indeklima og mere nærvær i undervisningen. Vi skal støtte sårbare børn tidligt og have ressourcer til fællesskaber, skolepsykologer og fritidstilbud. Det er investering i børns trivsel – og i vores fremtid.","Bedre start på livet - Mere nærvær og mindre mistrivsel : Jeg vil sikre bedre rammer i dagtilbud og skoler. Det handler om flere uddannede pædagoger, bedre indeklima og mere nærvær i undervisningen. Vi skal støtte sårbare børn tidligt og have ressourcer til fællesskaber, skolepsykologer og fritidstilbud. Det er investering i børns trivsel – og i vores fremtid."
653,Fasael Rehman,C,Frederiksberg Kommune,2,Grøn og tryg byudvikling - for klimaet og borgerne,"Frederiksberg skal udvikles grønt og med omtanke. Jeg ønsker flere grønne områder, bedre byrum og fokus på klimaet – uden at gå på kompromis med byens tryghed, sammenhæng og kulturarv. Trygge cykelstier, bedre kollektiv trafik og gode boligområder skal gå hånd i hånd med ansvarlig økonomi.","Grøn og tryg byudvikling - for klimaet og borgerne : Frederiksberg skal udvikles grønt og med omtanke. Jeg ønsker flere grønne områder, bedre byrum og fokus på klimaet – uden at gå på kompromis med byens tryghed, sammenhæng og kulturarv. Trygge cykelstier, bedre kollektiv trafik og gode boligområder skal gå hånd i hånd med ansvarlig økonomi."
653,Fasael Rehman,C,Frederiksberg Kommune,3,Værdig ældrepleje på Frederiksberg,"Frederiksberg er nr. 98 ud af 98 i ældres tilfredshed – det er uværdigt. Vores ældste har bygget samfundet op, og de fortjener respekt, ordentlighed og tryghed. Vi har taget første skridt: rengøring hver anden uge, mere tid til pleje, hjemmelavet mad og flere aktivitetscentre. Men målet er klart: Vi skal være blandt de bedste – ikke de dårligste.","Værdig ældrepleje på Frederiksberg : Frederiksberg er nr. 98 ud af 98 i ældres tilfredshed – det er uværdigt. Vores ældste har bygget samfundet op, og de fortjener respekt, ordentlighed og tryghed. Vi har taget første skridt: rengøring hver anden uge, mere tid til pleje, hjemmelavet mad og flere aktivitetscentre. Men målet er klart: Vi skal være blandt de bedste – ikke de dårligste."
655,Jacob Rosenberg,C,Frederiksberg Kommune,1,Der er store ændringer på vej i sundhedsvæsenet,"Jeg stiller op både til regionen og kommunen. Det betyder, at jeg kan være det vigtige bindeled, der sikrer, at hjemmepleje, hospital, genoptræning og sundhedstilbud hænger sammen – til gavn for dig. Det kræver erfaring og sund fornuft. Min dagsorden er enkel: At gøre det bedre for patienter, pårørende og personale.","Der er store ændringer på vej i sundhedsvæsenet : Jeg stiller op både til regionen og kommunen. Det betyder, at jeg kan være det vigtige bindeled, der sikrer, at hjemmepleje, hospital, genoptræning og sundhedstilbud hænger sammen – til gavn for dig. Det kræver erfaring og sund fornuft. Min dagsorden er enkel: At gøre det bedre for patienter, pårørende og personale."
655,Jacob Rosenberg,C,Frederiksberg Kommune,2,Forebyggelse betaler sig,"I mange år har forebyggelse haltet. Kommunen har haft ansvaret, men regionen har betalt prisen, når folk bliver syge. Med det nye samarbejde mellem regioner og kommuner kan vi forebygge sygdom, før den opstår. Som kandidat til både kommune og region vil jeg arbejde for, at vi forebygger mere – og behandler mindre.","Forebyggelse betaler sig : I mange år har forebyggelse haltet. Kommunen har haft ansvaret, men regionen har betalt prisen, når folk bliver syge. Med det nye samarbejde mellem regioner og kommuner kan vi forebygge sygdom, før den opstår. Som kandidat til både kommune og region vil jeg arbejde for, at vi forebygger mere – og behandler mindre."
655,Jacob Rosenberg,C,Frederiksberg Kommune,3,Bedre mad – bedre liv,"Alt for mange ældre mister appetitten – og så mister de også kræfterne. Det øger risikoen for sygdom, genindlæggelser og død. Derfor vil jeg arbejde for, at alle ældre i vores region – både hjemme, på plejehjem og under indlæggelse – får mad, de har lyst til at spise. Ikke masseproduceret og kedeligt, men små tapas-lignende retter, tilberedt med omtanke og beriget med ekstra protein.","Bedre mad – bedre liv : Alt for mange ældre mister appetitten – og så mister de også kræfterne. Det øger risikoen for sygdom, genindlæggelser og død. Derfor vil jeg arbejde for, at alle ældre i vores region – både hjemme, på plejehjem og under indlæggelse – får mad, de har lyst til at spise. Ikke masseproduceret og kedeligt, men små tapas-lignende retter, tilberedt med omtanke og beriget med ekstra protein."
659,Jimmy Streit,C,Frederiksberg Kommune,1,Ældreområdet,"Ældre medborgere har krav på et værdigt ældre- og seniorliv. Det manglede bare. Vi har - som samfund - råd til et kvalificeret hverdagsliv for vores ældre. Fra personlig pleje til aktiviteter og fællesskaber. Det handler om tryghed i velfærden, både for den enkelte borger, men ligeså for pårørende. Vi skal kompensere for nedsat funktionsevne, når ældre borgere har behov herfor.","Ældreområdet : Ældre medborgere har krav på et værdigt ældre- og seniorliv. Det manglede bare. Vi har - som samfund - råd til et kvalificeret hverdagsliv for vores ældre. Fra personlig pleje til aktiviteter og fællesskaber. Det handler om tryghed i velfærden, både for den enkelte borger, men ligeså for pårørende. Vi skal kompensere for nedsat funktionsevne, når ældre borgere har behov herfor."
659,Jimmy Streit,C,Frederiksberg Kommune,2,Børneområdet,"Leg, læring, trivsel og omsorg er væsentlige omdrejningspunkter når forældre afleverer deres yngste i institutioner. Der skal være tryghed i velfærdsydelsen, så forældre kan gå på job, og vide sig sikre på at deres “små guldklumper” er i trygge hænder. Flere uddannede fagfolk, og tilpas høje normeringer skal vi kunne honorere som velfærdssamfund.","Børneområdet : Leg, læring, trivsel og omsorg er væsentlige omdrejningspunkter når forældre afleverer deres yngste i institutioner. Der skal være tryghed i velfærdsydelsen, så forældre kan gå på job, og vide sig sikre på at deres “små guldklumper” er i trygge hænder. Flere uddannede fagfolk, og tilpas høje normeringer skal vi kunne honorere som velfærdssamfund."
659,Jimmy Streit,C,Frederiksberg Kommune,3,Holde skatten i ro,"En sund økonomi er forudsætning for et mangfoldigt og kvalificeret velfærdssystem. Det skal opretholdes, alt imens at skatten holdes i ro (endnu bedre: sættes ned, når muligt). Det er en forudsætning at der løbende arbejdes med nye innovative tiltag og effektiviseringer. Ligeså kapacitetstilpasninger i takt med at kommunen og borgersammemsætning udvikler sig. Det minimerer serviceforringelser.","Holde skatten i ro : En sund økonomi er forudsætning for et mangfoldigt og kvalificeret velfærdssystem. Det skal opretholdes, alt imens at skatten holdes i ro (endnu bedre: sættes ned, når muligt). Det er en forudsætning at der løbende arbejdes med nye innovative tiltag og effektiviseringer. Ligeså kapacitetstilpasninger i takt med at kommunen og borgersammemsætning udvikler sig. Det minimerer serviceforringelser."
661,Claus Wagenblast-Franck,C,Frederiksberg Kommune,1,"Et stærkt lokalt erhvervsliv – mindre bøvl, mere byliv","Frederiksberg skal være en by, hvor virksomheder kan trives. Lokale butikker og erhvervsliv skaber liv, arbejdspladser og økonomi – og fortjener bedre vilkår. Mindre bureaukrati, tættere dialog og stærkere støtte til iværksættere giver et mere levende byliv.","Et stærkt lokalt erhvervsliv – mindre bøvl, mere byliv : Frederiksberg skal være en by, hvor virksomheder kan trives. Lokale butikker og erhvervsliv skaber liv, arbejdspladser og økonomi – og fortjener bedre vilkår. Mindre bureaukrati, tættere dialog og stærkere støtte til iværksættere giver et mere levende byliv."
661,Claus Wagenblast-Franck,C,Frederiksberg Kommune,2,Kultur med kant og hjerte – byens sjæl i bevægelse,"Kultur er ikke pynt – det er fællesskab, debat og identitet. Frederiksberg har stolte traditioner for satire og scenekunst, som skal styrkes. Vi skal støtte både klassisk og eksperimenterende kultur, give plads til nye talenter og bygge videre på byens historie.","Kultur med kant og hjerte – byens sjæl i bevægelse : Kultur er ikke pynt – det er fællesskab, debat og identitet. Frederiksberg har stolte traditioner for satire og scenekunst, som skal styrkes. Vi skal støtte både klassisk og eksperimenterende kultur, give plads til nye talenter og bygge videre på byens historie."
661,Claus Wagenblast-Franck,C,Frederiksberg Kommune,3,Grøn omstilling – med omtanke,"Den grønne omstilling skal ske i øjenhøjde. Mange bor småt og har brug for en bil – og det skal respekteres. Vi skal beskytte grønne åndehuller, stoppe unødig fortætning og gøre affaldssortering enkel. Grøn omstilling må styrke hverdagen – ikke gøre den mere bøvlet.","Grøn omstilling – med omtanke : Den grønne omstilling skal ske i øjenhøjde. Mange bor småt og har brug for en bil – og det skal respekteres. Vi skal beskytte grønne åndehuller, stoppe unødig fortætning og gøre affaldssortering enkel. Grøn omstilling må styrke hverdagen – ikke gøre den mere bøvlet."
